uid,ward_id,ward_name,ward_name_kn,corporation,zone,zone_name,ac,ac_no,assembly,ro_division,aro,area_sqkm,pop,male,female,bus,bus_cov,metro,metro_cov,road_km,road_density,polling,parks,parks_cov,playgrounds,playground_area_sqkm,open_space_pc,lakes,lake_cov,lake_area_sqkm,ponds,pond_area_sqkm,water_cov_pct,flood_vuln,flood_prone,low_lying,drain_primary,drain_secondary,drain_tertiary,drain_total,drain_density,schools,anganwadi,anganwadi_per_1000,toilet_cov,toilets,police,police_outpost,railway_police,fire,neighbourhoods,contact_corporator,contact_party,contact_aee,contact_aee_phone,contact_aro_name,contact_aro_phone,old_wards,reservation
North-46,46,Sagayapuram,ಸಗಾಯಪುರಂ,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Pulikeshinagar,ARO- Sagayapuram,0.66,28588,14196,14452,10,100.1,0,,20.9,31.65,25,2,100.1,3,0.0482,1.68,0,0.8,0.0,0,0.0,0.0,0,0,0,0.0,0.26,0.36,0.62,0.93,22,4,0.14,100.1,3,0,0,0,0,New Bagalur Layout; Richards Town; Sagayapura,Elumalai,Independent,Neelakantaiah,9480685813,Ganesh,9880545707,Sagayarapuram (98%); Kushal Nagar (1.7%),Scheduled Caste
North-47,47,Pulakeshi Nagar,ಪುಲಕೇಶಿ ನಗರ,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Pulikeshinagar,ARO- Pulikeshinagar,1.295,21148,10628,10520,21,100.1,0,,35.4,27.33,23,3,100.1,6,0.0452,2.14,0,18.8,0.0,1,0.0037,0.29,0,1,0,1.08,0.55,0.05,1.69,1.3,37,1,0.05,100.1,6,0,0,0,0,Cleveland Town; Frazer Town; Lazar Layout; Sindhi Colony,A R Zakir,INC,Shivalinge Gowda,9480683637,Ganesh,9880545707,Pulikeshinagar (96.4%); Sagayarapuram (3.6%),"Backward Class ""A"""
North-48,48,S.K Garden,ಎಸ್.ಕೆ. ಗಾರ್ಡನ್,North,Zone1,Byatarayanapura,Pulakeshinagar,159,159 - Pulakeshinagar,RO- Pulikeshinagar,ARO- Pulikeshinagar,0.986,20102,9978,10124,5,100.1,0,,22.26,22.57,13,4,100.1,3,0.0394,1.96,0,,0.0,1,0.0027,0.28,0,0,0,0.73,0.0,0.0,0.73,0.74,7,2,0.1,100.1,3,0,0,0,0,ITI Layout; Pottery Town; SK Garden,Mohd Zameer Shah,INC,Shivalinge Gowda,9480683637,Ganesh,9880545707,S K Garden (51.9%); Pulikeshinagar (48.1%),"Backward Class ""A"""
North-49,49,Jaya Chamarajendra Nagara,ಜಯ ಚಾಮರಾಜೇಂದ್ರ ನಗರ,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- R.T Nagar,ARO- R.T Nagar,0.664,25953,13141,12811,8,100.1,0,,23.2,34.94,18,3,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,1,1.58,0.0,0.63,2.21,3.33,16,5,0.19,100.1,6,0,0,0,0,,Ganesh Rao Mane,BJP,Panduranga,9448173839,Br Manjula,9480684337,Jayachamarajendra  Nagar (97.3%); Manorayanapalya (1.7%); Gangenahalli (1%),General
North-50,50,Dinnur,ದಿಣ್ಣೂರು,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- R.T Nagar,ARO- R.T Nagar,0.508,27395,14274,13111,4,100.1,0,,16.88,33.21,17,3,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,1,1.31,0.0,0.01,1.32,2.6,14,3,0.11,100.1,1,0,0,0,0,RT Nagar,Abdul Wajid,INC,Panduranga,9448173839,Pradeep Rathod,9480685434,Manorayanapalya (52.4%); Jayachamarajendra  Nagar (47.4%),General
North-51,51,Manorayanapalya,ಮನೋರಾಯನಪಾಳ್ಯ,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- R.T Nagar,ARO- Vishwanatha Nagenahalli,0.53,23684,12157,11528,8,100.1,0,,19.2,36.21,19,0,100.1,1,0.0006,0.02,0,,0.0,0,0.0,0.0,0,1,0,0.12,0.0,0.0,0.12,0.23,13,3,0.13,100.1,0,0,0,0,0,Sulthanpalya,Rajashekharan V,JDS,Rudravadi,988665750,Ramesh,9480685326,Vishwanath Nagenahalli (95.1%); Manorayanapalya (4.9%),General (Women)
North-52,52,Vishwanatha Nagenahalli,ವಿಶ್ವನಾಥ ನಾಗೇನಹಳ್ಳಿ,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- R.T Nagar,ARO- Vishwanatha Nagenahalli,0.968,28859,15256,13603,4,100.1,0,,28.7,29.66,28,0,81.8,7,0.0109,0.38,0,,0.0,0,0.0,0.0,0,0,0,0.76,0.0,1.06,1.82,1.88,22,4,0.14,47.9,0,0,0,0,0,Cholanayakanahalli; Kanaka Nagar; Vishwanath Nagenahalli,Rajashekharan V,JDS,Rudravadi,988665750,Ramesh,9480685326,Vishwanath Nagenahalli (100%),General
North-53,53,R.T Nagar,ಆರ್.ಟಿ ನಗರ,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- R.T Nagar,ARO- R.T Nagar,0.628,29905,15442,14473,8,100.1,0,,22.75,36.25,25,0,100.1,1,0.0003,0.01,0,,0.0,0,0.0,0.0,2,0,0,0.82,0.0,0.0,0.82,1.31,25,3,0.1,99.0,1,1,0,0,0,Chamundi Nagara; Rehamathnagara,Abdul Wajid,INC,Panduranga,9448173839,Pradeep Rathod,9480685434,Manorayanapalya (76.7%); Hebbala (21.4%); Gangenahalli (1.1%),General
North-54,54,Gangenahalli,ಗಂಗೇನಹಳ್ಳಿ,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- R.T Nagar,ARO- Ganganagar,1.076,24120,12299,11821,10,100.1,0,,26.15,24.3,25,0,100.1,3,0.0216,0.89,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,11,2,0.08,100.1,2,0,0,0,0,Krishnappa Block; MLA Layout,M Nagaraja,BJP,Panduranga,9448173839,Pradeep Rathod,9480685434,Gangenahalli (99.4%); Ganga Nagar (0.5%),"Backward Class ""A"" (Women)"
North-55,55,Ganganagar,ಗಂಗಾನಗರ,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- R.T Nagar,ARO- Ganganagar,0.743,25186,12939,12247,10,100.1,0,,22.66,30.5,24,3,100.1,4,0.0149,0.59,0,,0.0,0,0.0,0.0,0,1,0,0.68,0.0,0.0,0.68,0.92,16,4,0.16,100.1,2,0,0,0,0,Ganga Nagar; HMT Layout; RBI Colony; VV Nagar; Vasanthappa Block,Pramila Anand,BJP,MAHADEV,9632284148,prakash,9480683104,Ganga Nagar (76.2%); Hebbala (19.2%); Manorayanapalya (3%); Gangenahalli (1.6%),"Backward Class ""A"" (Women)"
North-56,56,Hebbal,ಹೆಬ್ಬಾಳ,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- Hebbal,ARO- Hebbal,1.094,27422,14044,13378,7,100.1,0,,29.27,26.75,24,0,67.5,2,0.0031,0.11,0,,0.0,0,0.0,0.0,1,1,0,0.6,0.0,1.52,2.12,1.93,10,7,0.26,100.1,2,1,0,0,0,Amarjyothi Nagara; Anand Nagar; Anand Nagar Colony; Hebbal,Anand Kumar,INC,MAHADEV,9632284148,Prabhakar,9480683104,Hebbala (86.6%); Ganga Nagar (12%); Vishwanath Nagenahalli (1.4%),Scheduled Caste
North-57,57,Bhoopasandra,ಭೂಪಸಂದ್ರ,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- Hebbal,ARO- Hebbal,2.638,25193,13039,12154,21,97.5,0,,54.89,20.81,29,9,93.8,6,0.0533,2.12,0,,0.0,0,0.0,0.0,2,0,0,0.0,3.0,1.16,4.16,1.58,16,2,0.08,80.6,1,0,0,0,0,Bhoopasandra; Central Excise Layout; KEB Layout; Postal Colony; RMS Colony; Ramakrishna Layout,Pramila Anand,BJP,MAHADEV,9632284148,prakash,9480683104,Ganga Nagar (59.1%); Sanjaya Nagar (40.9%),General (Women)
North-58,58,Nagashettyhalli,ನಾಗಶೆಟ್ಟಿಹಳ್ಳಿ,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- Hebbal,ARO- Nagashettyhalli,0.954,23289,11861,11429,10,100.1,0,,26.43,27.7,15,0,100.1,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,0,0,0.0,0.51,1.84,2.35,2.46,29,0,0.0,100.1,3,0,0,0,0,NGEF Layout; Nagashettyhalli; RMV 2nd Stage; Sanjay Nagara,M Anand,JDS,MAHADEV,9632284148,prakash,9480683104,Radhakrishna Temple Ward (51.7%); Sanjaya Nagar (48.3%),General
North-59,59,Geddalahalli,ಗೆದ್ದಲಹಳ್ಳಿ,North,Zone2,Yelahanka,Hebbal,158,158 - Hebbal,RO- Hebbal,ARO- Nagashettyhalli,1.456,23331,12021,11309,11,100.1,0,,39.61,27.21,22,8,95.5,0,0.0,0.0,0,,0.0,0,0.0,0.0,1,0,1,1.19,2.1,2.82,6.11,4.19,11,2,0.09,99.7,7,1,0,0,0,AECS Layout; Dollars Colony; Geddalahalli; Judicial Officer's Layout; Lottegollahalli; MLA Layout; RMV 2nd Stage 2nd Block,M Anand,JDS,MAHADEV,9632284148,prakash,9480683104,Radhakrishna Temple Ward (99.8%),"Backward Class ""A"""
North-60,60,Jalahalli,ಜಾಲಹಳ್ಳಿ,North,Zone2,Yelahanka,Rajarajeshwarinagar,154,154 - Rajarajeshwarinagar,RO- Jalahalli,ARO- Jalahalli,1.977,23400,11902,11498,15,100.0,0,2.4,43.9,22.21,11,0,38.7,4,0.0391,1.67,0,,0.0,0,0.0,0.0,0,0,0,0.17,0.0,1.94,2.11,1.07,6,5,0.21,93.0,1,1,0,0,0,Jalahalli,J N Srinivas Murthy,INC,Rudravadi,988665750,Ramesh,9480685326,Jalahalli (100%),Scheduled Tribes (Women)
North-61,61,HMT Ward,ಎಚ್ಎಮ್.ಟಿ ವಾರ್ಡ್,North,Zone2,Yelahanka,Rajarajeshwarinagar,154,154 - Rajarajeshwarinagar,RO- Jalahalli,ARO- Jalahalli,4.169,29538,15214,14325,32,95.8,0,17.6,80.6,19.33,32,3,54.4,3,0.0506,1.71,0,12.2,0.0,0,0.0,0.0,0,0,0,1.47,0.0,3.46,4.93,1.18,18,1,0.03,59.7,3,0,0,0,0,BEL Colony; Gokula; HMT Watch Factory Colony; Sundar Nagar,J N Srinivas Murthy,INC,Rudravadi,988665750,Ramesh,9480685326,Jalahalli (76.3%); J P Park (23.7%),General (Women)
North-62,62,Brundavana Nagara,ಬೃಂದಾವನ ನಗರ,North,Zone2,Yelahanka,Rajarajeshwarinagar,154,154 - Rajarajeshwarinagar,RO- Jalahalli,ARO- Yeshwanthpura,0.67,28749,14953,13796,7,100.1,0,,23.93,35.69,33,2,100.1,1,0.0038,0.13,0,85.4,0.0,0,0.0,0.0,1,1,2,0.08,0.38,3.28,3.74,5.58,18,1,0.03,100.1,0,0,0,0,0,Mathikere,Mamatha K B Vasudev,BJP,Rudravadi,988665750,Ramesh,9480685326,J P Park (79.3%); Yeshwanthpura (20.7%),General
North-63,63,J.P PARK,ಜೆಪಿ ಪಾರ್ಕ್,North,Zone2,Yelahanka,Rajarajeshwarinagar,154,154 - Rajarajeshwarinagar,RO- Jalahalli,ARO- Yeshwanthpura,0.832,22172,11393,10779,4,100.1,0,9.9,17.14,20.6,16,3,98.6,2,0.0441,1.99,1,96.6,0.0833,0,0.0,10.0,0,0,0,0.81,0.3,0.58,1.69,2.03,2,5,0.23,98.7,1,0,0,0,0,Mohan Kumar Nagar,Mamatha K B Vasudev,BJP,Rudravadi,988665750,Ramesh,9480685326,J P Park (63.9%); Yeshwanthpura (36.1%),General
North-64,64,Yeshwanthpura,ಯಶವಂತಪುರ,North,Zone2,Yelahanka,Rajarajeshwarinagar,154,154 - Rajarajeshwarinagar,RO- Jalahalli,ARO- Yeshwanthpura,0.35,20236,10311,9925,4,100.1,0,9.6,11.92,34.07,14,2,100.1,0,0.0,0.0,0,13.3,0.0,0,0.0,0.0,0,0,0,0.0,0.31,0.23,0.54,1.55,15,7,0.35,100.1,2,0,0,0,0,Yeswanthpur,G K Venkatesh,INC,Rudravadi,988665750,Ramesh,9480685326,Yeshwanthpura (100%),"Backward Class ""A"" (Women)"
North-65,65,Abbigere,ಅಬ್ಬಿಗೆರೆ,North,Zone2,Yelahanka,Dasarahalli,155,155 - Dasarahalli,RO- Dasarahalli,ARO- Shetty Halli,4.579,21241,9098,8247,24,67.6,0,,70.73,15.45,18,3,52.7,6,0.0368,1.73,2,7.1,0.1283,1,0.0001,2.8,0,0,0,4.03,3.65,7.09,14.77,3.23,22,9,0.42,10.3,0,0,0,0,0,Geleyara Balaga Layout; Kanshiram Nagar; Sector 7,K Nagabhushan,INC,Jayalingappa,9448057634,Smt Nagarathna,9686800228,Shettihalli (63.9%); Bagalakunte (1%),General
North-66,66,Kammagondanahalli,ಕಮ್ಮಗೊಂಡನಹಳ್ಳಿ,North,Zone2,Yelahanka,Dasarahalli,155,155 - Dasarahalli,RO- Dasarahalli,ARO- Shetty Halli,1.388,20542,10868,9674,11,99.1,0,,35.37,25.47,23,3,91.8,1,0.0129,0.63,0,57.6,0.0009,0,0.0,0.06,0,0,0,2.1,0.16,2.62,4.89,3.52,10,3,0.15,98.5,1,1,0,0,0,Abbigere; Raghavendra Colony; Vishweshwaraiah Enclave,K Nagabhushan,INC,Jayalingappa,9448057634,Smt Nagarathna,9686800228,Shettihalli (100%),General
North-67,67,Shettihalli,ಶೆಟ್ಟಿಹಳ್ಳಿ,North,Zone2,Yelahanka,Dasarahalli,155,155 - Dasarahalli,RO- Dasarahalli,ARO- Shetty Halli,3.701,23313,12157,11156,20,93.3,0,,64.27,17.37,18,0,50.2,7,0.1091,4.68,1,16.5,0.0819,0,0.0,2.21,2,0,0,3.82,1.27,6.15,11.23,3.04,16,6,0.26,51.4,1,0,0,0,0,,K Nagabhushan,INC,Jayalingappa,9448057634,Smt Nagarathna,9686800228,Shettihalli (99.9%),Scheduled Caste (Women)
North-68,68,Mallasandra,ಮಲ್ಲಸಂದ್ರ,North,Zone2,Yelahanka,Dasarahalli,155,155 - Dasarahalli,RO- Dasarahalli,ARO- Bagalagunte,1.188,26890,14180,12710,5,100.1,0,,32.7,27.52,29,2,100.1,1,0.011,0.41,0,3.6,0.0464,0,0.0,3.91,0,0,0,1.07,0.0,1.86,2.93,2.46,17,5,0.19,94.3,2,0,0,0,0,,Lokesh,BJP,Jayalingappa,9448057634,Smt Nagarathna,9686800228,Mallasandra (87.8%); Shettihalli (7.2%); Bagalakunte (5%),"Backward Class ""A"" (Women)"
North-69,69,Bagalagunte,ಬಾಗಲಗುಂಟೆ,North,Zone2,Yelahanka,Dasarahalli,155,155 - Dasarahalli,RO- Dasarahalli,ARO- Bagalagunte,2.512,28685,14976,13709,27,97.5,0,,70.63,28.11,31,4,91.3,5,0.0415,1.45,1,57.0,0.039,4,0.0009,1.59,3,0,1,1.02,2.51,5.1,8.63,3.44,27,5,0.17,83.3,3,1,0,0,0,Bagalagunte; Kirloskar Layout; MEI Layout; Soundarya Layout,K Narasimha Nayak,BJP,Rangaswamy,9449146594,Smt Nagarathna,9686800228,Bagalakunte (95.5%),General
North-70,70,Manjunatha Nagar,ಮಂಜುನಾಥ ನಗರ,North,Zone2,Yelahanka,Dasarahalli,155,155 - Dasarahalli,RO- Dasarahalli,ARO- Bagalagunte,1.489,27870,14552,13319,7,100.1,1,19.9,44.15,29.65,22,2,100.1,4,0.0241,0.86,0,61.4,0.0,0,0.0,0.0,0,0,0,0.0,0.76,1.88,2.64,1.77,12,4,0.14,100.0,2,0,0,0,0,Manjunath Nagar,K Narasimha Nayak,BJP,Rangaswamy,9449146594,Smt Nagarathna,9686800228,Bagalakunte (99.8%),General (Women)
North-71,71,Nele Maheshwaramma Temple Ward,ನೆಲೆ ಮಹೇಶ್ವರಮ್ಮ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,North,Zone2,Yelahanka,Dasarahalli,155,155 - Dasarahalli,RO- Dasarahalli,ARO- Dasarahalli,0.59,27033,14610,12423,3,100.1,1,23.2,22.18,37.62,27,0,39.8,0,0.0,0.0,0,10.1,0.0,0,0.0,0.0,0,0,1,0.0,0.71,1.06,1.77,3.0,11,2,0.07,100.1,1,0,0,0,0,,Umadevi Nagaraj,BJP,Rangaswamy,9449146594,Smt Nagarathna,9686800228,T Dasarahalli (61.7%); Bagalakunte (27.4%); Mallasandra (10.9%),"Backward Class ""A"""
North-72,72,Dasarahalli,ದಾಸರಹಳ್ಳಿ,North,Zone2,Yelahanka,Dasarahalli,155,155 - Dasarahalli,RO- Dasarahalli,ARO- Dasarahalli,0.741,29082,15410,13672,4,100.1,0,12.4,27.11,36.57,21,0,30.2,1,0.0034,0.12,0,8.4,0.0,0,0.0,0.0,0,0,0,0.95,0.24,1.91,3.1,4.18,12,5,0.17,100.1,3,0,0,0,0,,Umadevi Nagaraj,BJP,Rangaswamy,9449146594,Smt Nagarathna,9686800228,T Dasarahalli (69.5%); Mallasandra (27.6%); Bagalakunte (2.8%),General (Women)
South-1,1,Padmanabhanagara,ಪದ್ಮನಾಭನಗರ,South,Zone1,Jayanagar,Padmanabanagar,171,171 - Padmanabanagar,RO- Padmanabhanagara,ARO- Padmanabhanagara,0.896,23419,11781,11638,9,100.1,0,,26.97,30.1,22,2,100.1,2,0.0115,0.49,0,94.1,0.0,0,0.0,0.0,0,0,0,0.72,1.42,1.17,3.31,3.69,6,1,0.04,100.1,0,0,0,0,0,Minaz Nagara; Padmanabha Nagar,L Shobha Anjanappa,BJP,Srimath Swayamprabh,9480685321,Eshwar,9480685450,Padmanabha Nagar (77.6%); Kumaraswamy Layout (18.9%); Vasanthpura (3.4%),General (Women)
South-2,2,Kadirenahalli,ಕದಿರೇನಹಳ್ಳಿ,South,Zone1,Jayanagar,Padmanabanagar,171,171 - Padmanabanagar,RO- Padmanabhanagara,ARO- Padmanabhanagara,0.652,19937,10125,9812,14,100.1,0,0.4,20.22,31.0,25,2,100.1,0,0.0,0.0,0,51.0,0.0,0,0.0,0.0,0,0,0,1.21,0.53,0.53,2.27,3.47,18,1,0.05,100.1,5,0,0,0,0,,L Shobha Anjanappa,BJP,Srimath Swayamprabh,9480685321,Eshwar,9480685450,Padmanabha Nagar (61.7%); Kumaraswamy Layout (38%),General
South-3,3,Yarab nagar,ಯಾರಬ್ ನಗರ,South,Zone1,Jayanagar,Padmanabanagar,171,171 - Padmanabanagar,RO- Padmanabhanagara,ARO- Padmanabhanagara,0.283,20832,10611,10221,3,100.1,0,30.0,10.49,37.04,14,0,70.5,0,0.0,0.0,0,100.0,0.0,0,0.0,0.0,0,0,0,0.29,0.0,0.06,0.35,1.23,11,5,0.24,100.1,2,0,0,0,0,Kadirenahalli; Teacher's Colony,S Ansar Pasha,INC,Srimath Swayamprabh,9480685321,Eshwar,9480685450,Banashankari Temple ward (99.8%),General (Women)
South-4,4,Banashankari Temple Ward,ಬನಶಂಕರಿ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,South,Zone1,Jayanagar,Padmanabanagar,171,171 - Padmanabanagar,RO- Padmanabhanagara,ARO- Banashankari,0.395,22549,11525,11024,4,100.1,0,96.2,12.88,32.6,20,0,55.0,0,0.0,0.0,0,81.2,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.93,0.93,2.36,9,8,0.35,100.1,2,0,0,0,0,,S Ansar Pasha,INC,Srimath Swayamprabh,9480685321,Eshwar,9480685450,Banashankari Temple ward (100%),"Backward Class ""A"""
South-5,5,Kane Muneshwara Ward,ಕಾನೆ ಮುನೇಶ್ವರ ವಾರ್ಡ್,South,Zone1,Jayanagar,Padmanabanagar,171,171 - Padmanabanagar,RO- Padmanabhanagara,ARO- Banashankari,1.132,22022,11400,10622,13,100.1,0,26.5,32.26,28.49,22,7,100.1,6,0.0215,0.97,0,90.1,0.0,0,0.0,0.0,0,0,1,0.86,1.49,2.76,5.11,4.51,9,1,0.05,100.1,7,1,0,0,0,ISRO Layout; Kumaraswamy Layout 1st Stage,L Srinivas,BJP,Srimath Swayamprabh,9480685321,Eshwar,9480685450,Kumaraswamy Layout (99.8%),"Backward Class ""A"" (Women)"
South-6,6,Gowdanapalya,ಗೌಡನಪಾಳ್ಯ,South,Zone1,Jayanagar,Padmanabanagar,171,171 - Padmanabanagar,RO- Padmanabhanagara,ARO- Banashankari,0.909,24691,12907,11784,13,100.1,0,9.6,29.47,32.41,12,6,100.1,1,0.0064,0.26,1,90.2,0.0282,0,0.0,3.1,0,0,0,0.27,1.89,0.97,3.13,3.44,9,4,0.16,100.1,1,0,0,0,0,Bendre Nagar; JHBCS Layout; Kumaraswamy Layout; Kumaraswamy Layout 2nd Stage,L Shobha Anjanappa,BJP,Srimath Swayamprabh,9480685321,Eshwar,9480685450,Padmanabha Nagar (64.8%); Kumaraswamy Layout (35%),General (Women)
South-7,7,Byrasandra,ಬೈರಸಂದ್ರ,South,Zone1,Jayanagar,Jayanagar,173,173 - Jayanagar,RO- Jayanagar,ARO- Byrasandra,1.142,21108,10510,10598,13,100.1,1,84.1,31.21,27.32,22,8,100.1,1,0.011,0.52,0,22.9,0.0,0,0.0,0.0,1,1,0,0.0,0.06,2.42,2.48,2.17,22,1,0.05,100.1,5,1,0,0,0,Jayanagar 3 East Block,H C Nagarathna Murthy,BJP,Srimath Swayamprabh,9480685321,Nagendra,9480685332,Pattabhiram Nagar (57.6%); Byrasandra (42.4%),"Backward Class ""B"" (Women)"
South-8,8,Tilak Nagara,ತಿಲಕ ನಗರ,South,Zone1,Jayanagar,Jayanagar,173,173 - Jayanagar,RO- Jayanagar,ARO- Byrasandra,1.007,25625,13008,12617,15,100.1,0,36.2,27.68,27.49,32,7,100.1,1,0.0048,0.19,0,73.7,0.0,0,0.0,0.0,0,1,0,0.0,0.85,0.88,1.73,1.72,23,3,0.12,100.1,9,1,0,0,0,Canara Bank Colony; Geetha Colony; Jayanagar; Jayanagar 4T Block; Jayanagar 4th Block; Jayanagar East; Tilak Nagar,H C Nagarathna Murthy,BJP,Srimath Swayamprabh,9480685321,Nagendra,9480685332,Pattabhiram Nagar (49.2%); Byrasandra (38.1%); Jayanagar East (12.7%),"Backward Class ""A"""
South-9,9,N.A.L Layout,ಎನ್‌.ಎ.ಎಲ್ ಲೇಔಟ್,South,Zone1,Jayanagar,Jayanagar,173,173 - Jayanagar,RO- Jayanagar,ARO- NAL Layout,0.345,20532,10467,10066,1,100.1,0,,10.99,31.87,19,2,100.1,0,0.0,0.0,0,42.9,0.0,0,0.0,0.0,0,1,1,0.01,0.78,0.97,1.77,5.13,7,4,0.19,100.1,1,0,0,0,0,Bismillah Nagar; NAL Layout,Mohammad Rizwan Nawab,INC,Srimath Swayamprabh,9480685321,Nagendra,9480685332,Gurappanapalya (67.4%); Jayanagar East (19.9%); Pattabhiram Nagar (12.7%),"Backward Class ""A"""
South-10,10,Abdul Kalam Nagar,ಅಬ್ದುಲ್ ಕಲಾಂ ನಗರ,South,Zone1,Jayanagar,Jayanagar,173,173 - Jayanagar,RO- Jayanagar,ARO- NAL Layout,0.409,23124,11865,11259,3,100.1,0,,11.96,29.27,12,0,100.1,0,0.0,0.0,0,49.4,0.0,0,0.0,0.0,2,0,0,0.11,0.64,1.28,2.03,4.97,8,0,0.0,100.1,1,0,0,0,0,,Mohammad Rizwan Nawab,INC,Srimath Swayamprabh,9480685321,Nagendra,9480685332,Gurappanapalya (49.6%); Jayanagar East (45.9%); Pattabhiram Nagar (4.6%),"Backward Class ""A"""
South-11,11,Jayanagar East,ಜಯನಗರ ಪೂರ್ವ,South,Zone1,Jayanagar,Jayanagar,173,173 - Jayanagar,RO- Jayanagar,ARO- Jayanagar,0.458,22697,11806,10891,1,100.1,0,,13.14,28.71,17,3,100.1,0,0.0,0.0,0,12.9,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2.13,2.13,4.65,12,3,0.13,100.1,1,0,0,0,0,Gurappana Palya,R Govinda Naidu,BJP,Srimath Swayamprabh,9480685321,Basavaraj,9480684001,Jayanagar East (62.2%); Gurappanapalya (29%); Pattabhiram Nagar (8.9%),"Backward Class ""A"""
South-12,12,Pattabhirama Nagara,ಪಟ್ಟಾಭಿರಾಮ ನಗರ,South,Zone1,Jayanagar,Jayanagar,173,173 - Jayanagar,RO- Jayanagar,ARO- Jayanagar,1.495,22547,11236,11311,23,100.1,1,55.6,40.22,26.91,16,8,100.1,3,0.0273,1.21,0,8.5,0.0,0,0.0,0.0,0,0,0,0.33,0.0,0.42,0.75,0.5,11,0,0.0,100.1,6,0,0,0,0,Jayanagar 5th Block; Jayanagar 8th Block; Jayanagar 9th Block; Marenahalli,M Malathi,BJP,Srimath Swayamprabh,9480685321,Nagendra,9480685332,Shakambari Nagar (59%); Pattabhiram Nagar (21.5%); J P Nagar (16.2%); Jayanagar East (3.4%),"Backward Class ""B"""
South-13,13,Marenahalli South,ಮಾರೇನಹಳ್ಳಿ ದಕ್ಷಿಣ,South,Zone1,Jayanagar,Jayanagar,173,173 - Jayanagar,RO- JP Nagar,ARO- JP Nagar,0.757,23458,12151,11307,7,100.1,0,10.8,24.85,32.83,30,3,100.1,2,0.0141,0.6,0,,0.0,0,0.0,0.0,0,1,0,0.95,0.0,1.71,2.66,3.52,8,2,0.09,100.1,1,1,1,0,0,DK Naik Nagar; JP Nagar 2nd Phase; KSRTC Layout,K N Lakshmi Nataraj,BJP,Srimath Swayamprabh,9480685321,Nagendra,9480685332,J P Nagar (77.3%); Pattabhiram Nagar (22.7%),Scheduled Caste (Women)
South-14,14,J.P Nagar,ಜೆ.ಪಿ. ನಗರ,South,Zone1,Jayanagar,Jayanagar,173,173 - Jayanagar,RO- JP Nagar,ARO- JP Nagar,1.269,22264,11250,11015,19,100.1,0,,36.05,28.41,30,11,100.1,4,0.0091,0.41,1,43.3,0.0,0,0.0,0.0,2,0,0,0.72,0.25,1.93,2.9,2.28,13,1,0.04,100.1,7,0,0,0,0,Dollars Colony; JP Nagar 3rd Phase; JP Nagar 4th Phase; Maruthi Layout,K N Lakshmi Nataraj,BJP,Srimath Swayamprabh,9480685321,Nagendra,9480685332,J P Nagar (67.8%); Jayanagar East (23.3%); Gurappanapalya (8.9%),"Backward Class ""A"" (Women)"
South-15,15,Shakambarinagara,ಶಾಕಂಭರಿನಗರ,South,Zone1,Jayanagar,Jayanagar,173,173 - Jayanagar,RO- JP Nagar,ARO- Sarakki,1.724,25845,13244,12600,15,100.1,1,39.9,46.47,26.96,12,7,95.7,8,0.0565,2.19,0,17.8,0.0,0,0.0,0.0,1,0,0,0.61,0.0,1.66,2.27,1.32,7,3,0.12,100.1,3,0,0,0,0,JP Nagar; JP Nagar 1st Phase; Shakambari Nagar,M Malathi,BJP,Srimath Swayamprabh,9480685321,Nagendra,9480685332,Shakambari Nagar (50.2%); Sarakki (43.7%); J P Nagar (6.1%),"Backward Class ""B"""
South-16,16,Sarakki,ಸಾರಕ್ಕಿ,South,Zone1,Jayanagar,Jayanagar,173,173 - Jayanagar,RO- JP Nagar,ARO- Sarakki,0.679,23257,11949,11308,8,100.1,1,99.4,23.41,34.49,21,2,99.6,1,0.0,0.0,0,6.8,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.05,1.05,1.54,15,2,0.09,100.1,4,0,0,0,0,Sarakki,Deepika Manjunatha Reddy,BJP,Srimath Swayamprabh,9480685321,Nagendra,9480685332,Sarakki (84.8%); Shakambari Nagar (15.2%),General
